src,dst,relation,source_doc_id,source_chunk_id,experiment_ref,paper_doc_id,reaction_system,paper_reaction_system
Failure_Mode:Irreversible_decomposition_of_HKUST_1_and_Cu_cyclam_Cl_to_dendritic_Cu_nanostructures,Cathode:HKUST_1_metal_organic_framework_MOF_with_Cu_II_nodes,caused_by,doc_1242,doc_1242_chunk_113134,,doc_1242,other_reaction,other_reaction
Failure_Mode:Irreversible_decomposition_to_dendritic_Cu_nanostructures,Cathode:Cu_cyclam_Cl_catalyst,caused_by,doc_0325,doc_0325_chunk_030265,,doc_0325,CO2RR,CO2RR
Failure_Mode:Irreversible_decomposition_to_dendritic_Cu_nanostructures,Cathode:HKUST_1_catalyst,caused_by,doc_0325,doc_0325_chunk_030265,,doc_0325,CO2RR,CO2RR
Failure_Mode:Irreversible_lattice_oxygen_oxidation_on_RuO2,Anode:RuO2_catalyst,caused_by,doc_2487,doc_2487_chunk_230884,,doc_2487,other_reaction,other_reaction
Failure_Mode:Irreversible_morphological_changes,Operating_Condition:Pulsed_CO2RR,caused_by,doc_0857,doc_0857_chunk_080743,,doc_0857,CO2RR,CO2RR
Failure_Mode:Irreversible_oxidation_of_IrNi_C_LT_catalyst,Cathode:IrNi_C_LT_catalyst,caused_by,doc_1412,doc_1412_chunk_127097,,doc_1412,other_reaction,other_reaction
Failure_Mode:K_containing_precipitate_formation,Electrolyte:KOH_anolyte,caused_by,doc_1512,doc_1512_chunk_136274,,doc_1512,unknown,unknown
Failure_Mode:K_containing_precipitate_formation_causing_gas_flow_blockage,Electrolyte:KOH_electrolyte,caused_by,doc_0524,doc_0524_chunk_047610,,doc_0524,CO2RR,CO2RR
Failure_Mode:Kinetic_hindrance_of_MFA_formation,Cathode:CuO_MOx_bimetallic_oxide_catalysts,caused_by,doc_1539,doc_1539_chunk_139069,,doc_1539,other_reaction,other_reaction
Failure_Mode:Lack_of_mechanistic_understanding_limits_C2_selectivity,Cathode:Multi_walled_carbon_nanotubes_MWCNT,caused_by,doc_0067,doc_0067_chunk_008038,,doc_0067,CORR,CORR
Failure_Mode:Land_Scarcity,Operating_Condition:Land_Coverage_Fraction,caused_by,doc_1961,doc_1961_chunk_178758,,doc_1961,other_reaction,other_reaction
Failure_Mode:Large_cracks_traversing_entire_secondary_particles_in_NC91,Cathode:NC91_cathode,caused_by,doc_1417,doc_1417_chunk_127529,,doc_1417,other_reaction,other_reaction
Failure_Mode:Large_in_plane_ohmic_resistivity_in_IrRuOx_catalyst_layer,Cathode:Catalyst_layer_CL,caused_by,doc_2146,doc_2146_chunk_198606,,doc_2146,CO2RR,CO2RR
Failure_Mode:Larger_Pt_particle_formation_on_pristine_graphene_catalyst,Cathode:Pt_on_pristine_graphene,caused_by,doc_1808,doc_1808_chunk_165166,,doc_1808,other_reaction,other_reaction
Failure_Mode:Lattice_oxygen_participation_induced_catalyst_degradation,Anode:CoOOH,caused_by,doc_0729,doc_0729_chunk_070439,,doc_0729,CO2RR,CO2RR
Failure_Mode:Less_reactive_hydroboranes_catBH_and_pinBH_ineffective_for_methylation,Operating_Condition:Catalyst_loading_temperature_solvent_polarity_hydroborane_equivalents_affect_yield,caused_by,doc_0021,doc_0021_chunk_001821,,doc_0021,CO2RR,CO2RR
Failure_Mode:Levelling_off_in_CO_formation_due_to_Re_I_catalyst_decomposition,Cathode:RePH_catalyst_anchored_on_TiO2,caused_by,doc_0213,doc_0213_chunk_021941,,doc_0213,CO2RR,CO2RR
Failure_Mode:Levelling_off_in_CO_formation_due_to_Re_I_catalyst_decomposition,Operating_Condition:Irradiation_with_light_420_nm,caused_by,doc_0213,doc_0213_chunk_021941,,doc_0213,CO2RR,CO2RR
Failure_Mode:Ligand_degradation_causing_loss_of_methanol_selectivity_and_increased_hydrogen_evolution,Cathode:CoPc_molecules_immobilized_on_carbon_nanotubes_CoPc_CNT,caused_by,doc_0792,doc_0792_chunk_075932,,doc_0792,CO2RR,CO2RR
Failure_Mode:Ligand_fragmentation_and_full_Cu_reduction,Cathode:Oct_2Cu_copper_complex,caused_by,doc_2322,doc_2322_chunk_213413,,doc_2322,transferable,both
Failure_Mode:Ligand_partial_reduction,Cathode:Co_phthalocyanine_molecular_electrocatalyst,caused_by,doc_0790,doc_0790_chunk_075760,,doc_0790,other_reaction,other_reaction
Failure_Mode:Limitations_of_characterization_techniques_for_dual_atomic_active_sites,Cathode:Heteronuclear_FeCu_C2N_catalyst,caused_by,doc_0012,doc_0012_chunk_001210,,doc_0012,CO2RR,CO2RR
Failure_Mode:Limited_active_sites,Cathode:GDE,caused_by,doc_1915,doc_1915_chunk_174117,,doc_1915,other_reaction,other_reaction
Failure_Mode:Limited_activity_of_supported_metallic_nanoparticle_catalysts_for_aliphatic_alcohols,Gas_Feed:Alcohols,caused_by,doc_0629,doc_0629_chunk_058891,,doc_0629,other_reaction,other_reaction
Failure_Mode:Local_pH_gradients_corroding_Ni_catalyst,Electrolyte:0_5_M_potassium_borate_aqueous_solution_pH_9_3,caused_by,doc_1738,doc_1738_chunk_158640,,doc_1738,other_reaction,other_reaction
Failure_Mode:Local_pH_gradients_corroding_Ni_catalyst,Operating_Condition:Illumination_intensity_0_2_to_1_sun,caused_by,doc_1738,doc_1738_chunk_158640,,doc_1738,other_reaction,other_reaction
Failure_Mode:Localized_heat_accumulation,Operating_Condition:Operating_temperature,caused_by,doc_2450,doc_2450_chunk_226699,,doc_2450,CO2RR,CO2RR
Failure_Mode:Localized_heat_accumulation_due_to_low_thermal_conductivity,Operating_Condition:Operation_at_60_110_C_and_up_to_4_A_cm_2_current_density,caused_by,doc_2020,doc_2020_chunk_185021,,doc_2020,other_reaction,other_reaction
Failure_Mode:Localized_heat_accumulation_due_to_low_thermal_conductivity,Separator:Pure_polymeric_hydroxide_exchange_membrane,caused_by,doc_2020,doc_2020_chunk_185021,,doc_2020,other_reaction,other_reaction
Failure_Mode:Loss_aggregation_or_reconstruction_of_active_sites_during_catalysis,Cathode:Heteronuclear_FeCu_C2N_catalyst,caused_by,doc_0012,doc_0012_chunk_001210,,doc_0012,CO2RR,CO2RR
Failure_Mode:Loss_aggregation_or_reconstruction_of_active_sites_during_catalysis,Cathode:Pt_Ru_dual_atomic_site_catalyst_on_nitrogen_doped_carbon_nanotubes,caused_by,doc_0012,doc_0012_chunk_001210,,doc_0012,CO2RR,CO2RR
Failure_Mode:Loss_of_Bi_nanoparticles_due_to_volatilization_at_800_C,Cathode:Bi_nanoparticles_on_carbon_nanosheets_at_800_C,caused_by,doc_1012,doc_1012_chunk_096268,,doc_1012,other_reaction,other_reaction
Failure_Mode:Loss_of_CO2_reduction_selectivity,Separator:Cation_exchange_layer_contacting_stationary_catholyte_layer,caused_by,doc_2315,doc_2315_chunk_212709,,doc_2315,other_reaction,other_reaction
Failure_Mode:Loss_of_CO_reduction_activity_after_350_C_annealing,Cathode:OD_Cu_500_annealed_350_C,caused_by,doc_1082,doc_1082_chunk_102311,,doc_1082,transferable,both
Failure_Mode:Loss_of_CO_reduction_activity_after_350_C_annealing,Cathode:OD_Cu_electrode,caused_by,doc_1082,doc_1082_chunk_102311,,doc_1082,transferable,both
Failure_Mode:Loss_of_Co_loading_due_to_ligand_degradation_and_Co_decoordination,Cathode:CoN4H_Ph_Pyr_MWCNT_cathode,caused_by,doc_0208,doc_0208_chunk_021654,,doc_0208,unknown,non_reaction
Failure_Mode:Loss_of_Cu_species_in_Cu2O_catalyst,Cathode:GDE,caused_by,doc_0938,doc_0938_chunk_089986,,doc_0938,other_reaction,other_reaction
Failure_Mode:Loss_of_HER_activity_after_acid_etching,Cathode:RuCo_NC_catalyst,caused_by,doc_1145,doc_1145_chunk_106570,,doc_1145,CO2RR,CO2RR
Failure_Mode:Loss_of_HER_activity_after_acid_etching,Separator:N_doped_graphene_layers,caused_by,doc_1145,doc_1145_chunk_106570,,doc_1145,CO2RR,CO2RR
Failure_Mode:Loss_of_Mo_and_N_during_anodic_oxidation,Cathode:NiMo_NH3_H2_catalyst,caused_by,doc_1740,doc_1740_chunk_158763,,doc_1740,CO2RR,CO2RR
Failure_Mode:Loss_of_catalyst_particles_from_porous_carbon_paper,Cathode:Cu_nanoparticles_catalyst_on_porous_carbon_paper,caused_by,doc_1387,doc_1387_chunk_124959,,doc_1387,CO2RR,CO2RR
Failure_Mode:Loss_of_catalytic_ability_toward_methanol_after_10_h,Cathode:Cu2O_Cu_catalyst,caused_by,doc_0463,doc_0463_chunk_041692,,doc_0463,CORR,CORR
Failure_Mode:Loss_of_cationic_groups_in_membrane,Separator:X37_50_Grade_RT_commercial_membrane,caused_by,doc_2469,doc_2469_chunk_228836,,doc_2469,CO2RR,CO2RR
Failure_Mode:Loss_of_contact_between_Li_and_LLZO_counter_electrode_at_high_temperature,Operating_Condition:Temperature_range_25_C_to_100_C,caused_by,doc_2056,doc_2056_chunk_189145,,doc_2056,CORR,CORR
Failure_Mode:Loss_of_coordination_polymer_structure_in_H_CuCP,Cathode:H_CuCP_electrode,caused_by,doc_0650,doc_0650_chunk_061197,,doc_0650,CO2RR,CO2RR
Failure_Mode:Loss_of_cubic_nature_and_100_faceting_in_Cu_oxide_derived_catalysts,Cathode:Cu_based_electrocatalyst,caused_by,doc_0833,doc_0833_chunk_079135,,doc_0833,CO2RR,CO2RR
Failure_Mode:Loss_of_electrochemical_surface_area_ECSA,Operating_Condition:Potential_cycling_0_6_to_1_0_V,caused_by,doc_1154,doc_1154_chunk_107191,,doc_1154,unknown,unknown
Failure_Mode:Loss_of_hydrophobicity_in_carbon_paper_electrodes,Cathode:GDE,caused_by,doc_2431,doc_2431_chunk_224721,,doc_2431,unknown,non_reaction
Failure_Mode:Loss_of_methane_selectivity_to_zero_within_10_hours_for_bare_Cu_NCs,Cathode:Bare_copper_nanocrystals,caused_by,doc_0775,doc_0775_chunk_074343,,doc_0775,CO2RR,CO2RR
Failure_Mode:Loss_of_methanol_catalytic_ability_after_10_h,Cathode:Cu2O_Cu_catalyst,caused_by,doc_1457,doc_1457_chunk_131039,,doc_1457,transferable,both
Failure_Mode:Loss_of_methanol_catalytic_ability_after_10_h_electrolysis,Cathode:Cu2O_Cu_catalyst,caused_by,doc_2307,doc_2307_chunk_212031,,doc_2307,CO2RR,CO2RR
Failure_Mode:Loss_of_selectivity_due_to_oxidation_treatment_causing_HER,Cathode:NiN2_sites_with_UL_vacancies_on_nitrogen_rich_carbon_support,caused_by,doc_2463,doc_2463_chunk_228199,,doc_2463,CO2RR,CO2RR
Failure_Mode:Low_CO2RR_activity_of_CoNC_catalysts,Cathode:MNC_catalyst,caused_by,doc_0116,doc_0116_chunk_013474,,doc_0116,unknown,unknown
Failure_Mode:Low_CO2_utilisation_efficiency,Operating_Condition:Single_pass_conversion_50,caused_by,doc_2323,doc_2323_chunk_213525,,doc_2323,CO2RR,CO2RR
Failure_Mode:Low_Coulombic_efficiency_due_to_electrolyte_decomposition_and_corrosion,Electrolyte:NaBF4_aqueous_electrolyte,caused_by,doc_1397,doc_1397_chunk_125842,,doc_1397,other_reaction,other_reaction
Failure_Mode:Low_Coulombic_efficiency_due_to_electrolyte_decomposition_and_corrosion,Electrolyte:NaOtf_aqueous_electrolyte,caused_by,doc_1397,doc_1397_chunk_125842,,doc_1397,other_reaction,other_reaction
Failure_Mode:Low_Coulombic_efficiency_due_to_electrolyte_decomposition_and_corrosion,Electrolyte:NaTFSI_aqueous_electrolyte,caused_by,doc_1397,doc_1397_chunk_125842,,doc_1397,other_reaction,other_reaction
Failure_Mode:Low_conversion_for_some_heteroaryl_bromides,Gas_Feed:Aryl_bromides_substrate,caused_by,doc_1489,doc_1489_chunk_133951,,doc_1489,other_reaction,other_reaction
Failure_Mode:Low_coordination_sites_prone_to_dissolution,Anode:Ru_Pt_core_shell_nanoparticles_with_bilayer_Pt_shells,caused_by,doc_1166,doc_1166_chunk_107967,,doc_1166,CO2RR,CO2RR
Failure_Mode:Low_hydrogenation_activity,Cathode:Pd_single_atoms_Pd1,caused_by,doc_0374,doc_0374_chunk_034243,,doc_0374,transferable,non_reaction
Failure_Mode:Low_lateral_conductivity,Anode:La4Sr8Ti11Mn0_5Ga0_5O37_5_LSTMG_composite_with_YSZ,caused_by,doc_1105,doc_1105_chunk_103869,,doc_1105,CO2RR,CO2RR
Failure_Mode:Low_reactant_surface_coverage,Cathode:GDE,caused_by,doc_1915,doc_1915_chunk_174117,,doc_1915,other_reaction,other_reaction
Failure_Mode:Low_selectivity_to_C1_species_for_single_metal_site_M_N4_catalysts,Cathode:Mn_based_Pacman_catalyst,caused_by,doc_0080,doc_0080_chunk_009493,,doc_0080,CO2RR,CO2RR
Failure_Mode:Low_single_pass_conversion_in_batch_H_cell,Operating_Condition:Electrochemical_N2ORR_at_25_C,caused_by,doc_0713,doc_0713_chunk_068369,,doc_0713,CO2RR,CO2RR
Failure_Mode:Low_xylose_yield_due_to_low_PPP_flux_and_low_xylose_isomerase_activity,Gas_Feed:Ethanol,caused_by,doc_0884,doc_0884_chunk_083296,,doc_0884,CO2RR,CO2RR
Failure_Mode:MCE_buffer_layer_damage_by_high_pH,Separator:Mixed_cellulose_esters_MCE_interposer,caused_by,doc_1603,doc_1603_chunk_145999,,doc_1603,other_reaction,other_reaction
Failure_Mode:MEA_degradation_losses,Electrolyte:basic_electrolyte,caused_by,doc_0043,doc_0043_chunk_003996,,doc_0043,CO2RR,CO2RR
Failure_Mode:MEA_degradation_losses,Separator:cellulose_acetate_membrane,caused_by,doc_0043,doc_0043_chunk_003996,,doc_0043,CO2RR,CO2RR
Failure_Mode:MEA_perforation,Operating_Condition:Water_starvation,caused_by,doc_2041,doc_2041_chunk_187434,,doc_2041,other_reaction,other_reaction
Failure_Mode:MOF_degradation_under_cathodic_potential_exposure_to_electrolyte,Cathode:Silver_Electrocatalyst_on_PTFE_Electrode,caused_by,doc_2196,doc_2196_chunk_202983,,doc_2196,other_reaction,other_reaction
Failure_Mode:MOF_degradation_under_cathodic_potential_exposure_to_electrolyte,Separator:Mixed_Matrix_Membrane_with_CALF_20_MOF_in_Nafion_on_PTFE_Electrode,caused_by,doc_2196,doc_2196_chunk_202983,,doc_2196,other_reaction,other_reaction
Failure_Mode:MOF_instability_in_water_from_hydrolysis_and_ligand_displacement,Gas_Feed:Organic_solvents_acetonitrile_DMF_ethyl_acetate_used_due_to_MOF_water_instability,caused_by,doc_0918,doc_0918_chunk_086786,,doc_0918,CO2RR,CO2RR
Failure_Mode:Mass_loss_about_8_for_Ni3Pt_catalyst,Cathode:Ni3Pt_catalyst,caused_by,doc_1246,doc_1246_chunk_113472,,doc_1246,unknown,non_reaction
Failure_Mode:Mass_loss_of_FeTPP_Cl_molecules_on_Cu_substrate,Cathode:FeTPP_Cl_Cu_catalyst,caused_by,doc_0837,doc_0837_chunk_079381,,doc_0837,CO2RR,CO2RR
Failure_Mode:Mass_loss_of_FeTPP_Cl_molecules_on_Cu_substrate,Cathode:FeTPP_Cl_Cu_catalyst,caused_by,doc_1671,doc_1671_chunk_152377,,doc_1671,other_reaction,other_reaction
Failure_Mode:Mass_loss_of_FeTPP_Cl_molecules_on_Cu_substrate,Cathode:FeTPP_Cl_Cu_catalyst,caused_by,doc_2100,doc_2100_chunk_193260,,doc_2100,other_reaction,other_reaction
Failure_Mode:Mass_loss_of_FeTPP_Cl_molecules_on_Cu_substrate_after_12_hours,Cathode:FeTPP_Cl_Cu_catalyst,caused_by,doc_2539,doc_2539_chunk_235896,,doc_2539,other_reaction,other_reaction
Failure_Mode:Mechanical_abrasion,Cathode:WS2_superstructure,caused_by,doc_1575,doc_1575_chunk_142971,,doc_1575,unknown,non_reaction
Failure_Mode:Mechanical_abrasion_and_volumetric_strain,Operating_Condition:Electrolysis_at_1_A_cm_2_and_60_C,caused_by,doc_1992,doc_1992_chunk_182048,,doc_1992,CO2RR,CO2RR
Failure_Mode:Mechanical_damage_and_deformation_due_to_hydrogen_gas_partial_pressure_gradients_and_thermal_strain,Cathode:WS2_superstructure_catalyst,caused_by,doc_2416,doc_2416_chunk_223093,,doc_2416,other_reaction,other_reaction
Failure_Mode:Mechanical_instability_of_AEMs_at_high_pH_and_current_density,Operating_Condition:Operating_temperature_80_C,caused_by,doc_0747,doc_0747_chunk_072146,,doc_0747,other_reaction,other_reaction
Failure_Mode:Mechanical_strength_concerns_for_np_Ag_catalyst,Cathode:Nanoporous_silver_np_Ag_catalyst,caused_by,doc_1173,doc_1173_chunk_108416,,doc_1173,CO2RR,CO2RR
Failure_Mode:Mechanical_strength_limitation_of_np_Ag,Cathode:nanoporous_silver_np_Ag_catalyst,caused_by,doc_0302,doc_0302_chunk_028573,,doc_0302,CO2RR,CO2RR
Failure_Mode:Membrane_damage_from_CO2_and_H2O_accumulation,Separator:Bipolar_membrane,caused_by,doc_0807,doc_0807_chunk_077219,,doc_0807,CORR,CORR
Failure_Mode:Membrane_degradation,Electrolyte:Organic_electrolytes,caused_by,doc_1757,doc_1757_chunk_160559,,doc_1757,other_reaction,other_reaction
Failure_Mode:Membrane_degradation,Operating_Condition:Water_feed_to_anode_only_42_ml_min_1,caused_by,doc_1806,doc_1806_chunk_165019,,doc_1806,other_reaction,other_reaction
Failure_Mode:Membrane_degradation,Separator:Perfluorosulfonic_acid_with_graphene_oxide_membrane,caused_by,doc_2189,doc_2189_chunk_202333,,doc_2189,other_reaction,other_reaction
Failure_Mode:Membrane_degradation_causing_increased_high_frequency_resistance,Separator:X37_50_Grade_RT_commercial_membrane,caused_by,doc_2469,doc_2469_chunk_228836,,doc_2469,CO2RR,CO2RR
Failure_Mode:Membrane_degradation_indicated_by_color_change_and_increased_resistance,Separator:AEM,caused_by,doc_2554,doc_2554_chunk_237164,,doc_2554,other_reaction,other_reaction
Failure_Mode:Membrane_fouling,Anode:Redox_mediated_oxidation_e_g_propylene_oxide_production,caused_by,doc_1757,doc_1757_chunk_160559,,doc_1757,other_reaction,other_reaction
Failure_Mode:Membrane_fouling,Electrolyte:Organic_electrolytes,caused_by,doc_1757,doc_1757_chunk_160559,,doc_1757,other_reaction,other_reaction
Failure_Mode:Membrane_fouling,Separator:Perfluorosulfonic_acid_with_graphene_oxide_membrane,caused_by,doc_2189,doc_2189_chunk_202333,,doc_2189,other_reaction,other_reaction
Failure_Mode:Membrane_mechanical_failure_at_120_C_and_5_bar_after_100_h,Separator:POBP_ISM_membrane,caused_by,doc_2517,doc_2517_chunk_234102,,doc_2517,CO2RR,CO2RR
Failure_Mode:Membrane_thinning,Operating_Condition:Temperature_above_150_C,caused_by,doc_2041,doc_2041_chunk_187480,,doc_2041,other_reaction,other_reaction
Failure_Mode:Metal_dissolution_and_particle_agglomeration_at_high_potentials,Operating_Condition:Ultra_low_catalyst_loading,caused_by,doc_0299,doc_0299_chunk_028380,,doc_0299,CORR,CORR
Failure_Mode:Metal_impurity_deposition_on_electrode,Electrolyte:0_1_M_KHCO3_electrolyte_unpurified,caused_by,doc_0099,doc_0099_chunk_011704,,doc_0099,other_reaction,other_reaction
Failure_Mode:Metal_leaching,Cathode:TMOF_10_NH2_I_metal_organic_framework_photocatalyst,caused_by,doc_2319,doc_2319_chunk_213127,,doc_2319,CO2RR,CO2RR
Failure_Mode:Metal_nanocluster_aggregation,Operating_Condition:Potential_range_0_53_to_1_03_V_vs_RHE,caused_by,doc_1043,doc_1043_chunk_098819,,doc_1043,unknown,unknown
Failure_Mode:Metal_oxide_catalyst_corrosion_and_dissolution,Operating_Condition:pH_0,caused_by,doc_1022,doc_1022_chunk_097044,,doc_1022,CO2RR,CO2RR
Failure_Mode:Metal_oxide_catalyst_corrosion_and_modification,Anode:IrO2_anode,caused_by,doc_1022,doc_1022_chunk_097044,,doc_1022,CO2RR,CO2RR
Failure_Mode:Metal_oxide_catalyst_corrosion_and_modification,Anode:RuO2_anode,caused_by,doc_1022,doc_1022_chunk_097044,,doc_1022,CO2RR,CO2RR
Failure_Mode:Metal_particles_promote_HER_and_reduce_CO2RR_selectivity,Cathode:Glassy_carbon_plate_coated_with_M_N_C_electrocatalyst,caused_by,doc_0104,doc_0104_chunk_012178,,doc_0104,other_reaction,other_reaction
Failure_Mode:Metallic_Cu_nanoparticles_show_lower_CO_efficiency_and_TOF_at_large_overpotentials,Cathode:Cu_N_C_catalyst_with_near_surface_metallic_Cu_particles,caused_by,doc_0320,doc_0320_chunk_029898,,doc_0320,CO2RR,CO2RR
Failure_Mode:Methane_formation_at_15_and_20_wt_nickel_linked_to_metallic_nickel_nanoparticles,Cathode:Nickel_lean_InNi3_phase_highly_dispersed_on_In2O3_with_nanoparticles_and_metallic_nickel_at_higher_promoter_contents,caused_by,doc_1385,doc_1385_chunk_124802,,doc_1385,CO2RR,CO2RR
Failure_Mode:Methanol_formation_diminishes_rapidly_after_10_min_at_low_pressures_1_and_10_mbar,Gas_Feed:H2_partial_pressures_1_mbar_to_10_bar_and_H2_CO2_ratio_3_1,caused_by,doc_0850,doc_0850_chunk_080222,,doc_0850,other_reaction,other_reaction
Failure_Mode:Methanol_selectivity_decay,Cathode:CoPc_CNT_hybrid_catalyst,caused_by,doc_0892,doc_0892_chunk_084272,,doc_0892,other_reaction,other_reaction
Failure_Mode:Mg_OH_2_precipitate_formation_on_Pt_C_electrode,Cathode:Pt_C_catalyst,caused_by,doc_2004,doc_2004_chunk_183311,,doc_2004,CO2RR,CO2RR
Failure_Mode:Mg_OH_2_precipitate_formation_on_Pt_C_electrode,Operating_Condition:electrolysis_current_density,caused_by,doc_2004,doc_2004_chunk_183328,,doc_2004,CO2RR,CO2RR
Failure_Mode:Microbial_growth_inhibition_due_to_pH_gradients_at_1_0_mA_cm_2,Electrolyte:Standard_medium_with_18_5_mM_phosphate_buffer,caused_by,doc_0829,doc_0829_chunk_078858,,doc_0829,CO2RR,CO2RR
Failure_Mode:Migration_and_agglomeration_of_metal_species_forming_nanoparticles,Operating_Condition:Potential_range_0_53_to_1_03_V_vs_RHE,caused_by,doc_1043,doc_1043_chunk_098819,,doc_1043,unknown,unknown
Failure_Mode:Minimal_degradation_after_1000_potential_cycles,Cathode:CoO_nanorods_with_3_0_tensile_strain,caused_by,doc_1237,doc_1237_chunk_112802,,doc_1237,other_reaction,other_reaction
Failure_Mode:Minimal_grain_growth_and_pore_formation_at_650_C,Operating_Condition:Electrochemical_measurements_at_650_C,caused_by,doc_1218,doc_1218_chunk_111555,,doc_1218,CO2RR,CO2RR
Failure_Mode:Minimized_Catalyst_Particle_Loss,Cathode:Inverse_Opal_Pt_Cathode,caused_by,doc_1812,doc_1812_chunk_165439,,doc_1812,CO2RR,CO2RR
Failure_Mode:Minor_Ag_oxidation_and_dissolution_at_anode_causing_catalyst_leaching,Operating_Condition:Current_density_40_mA_cm_2,caused_by,doc_0707,doc_0707_chunk_067665,,doc_0707,CO2RR,CO2RR
Failure_Mode:Minor_molybdenum_dissolution_at_cathode_during_HER,Cathode:Ni_Mo_N_CFC_nanoplates,caused_by,doc_1317,doc_1317_chunk_119108,,doc_1317,CO2RR,CO2RR
Failure_Mode:Minor_surface_morphology_damage_after_8_h_operation,Anode:Bi_nanoflake_anode,caused_by,doc_1024,doc_1024_chunk_097304,,doc_1024,CO2RR,CO2RR
Failure_Mode:Moderate_current_density_drop_due_to_partial_loss_of_Cu_nanostructures,Cathode:Oxide_derived_copper_OD_Cu_electrode,caused_by,doc_0956,doc_0956_chunk_091929,,doc_0956,CO2RR,CO2RR
Failure_Mode:Molecular_Ni_catalyst_instability_in_presence_of_O2,Anode:Ni_complexes_immobilized_on_carbon_nanotubes,caused_by,doc_1654,doc_1654_chunk_151091,,doc_1654,other_reaction,other_reaction
Failure_Mode:Molybdenum_dissolution_from_anode_catalyst,Anode:Ni_Mo_N_CFC_nanoplates,caused_by,doc_1849,doc_1849_chunk_168350,,doc_1849,CO2RR,CO2RR
Failure_Mode:Morphological_changes_of_nanoparticles_and_nanowires_under_bias,Cathode:Cu_based_electrocatalyst,caused_by,doc_0833,doc_0833_chunk_079140,,doc_0833,CO2RR,CO2RR
Failure_Mode:Morphological_evolution_of_CF_CuO_nanowires_to_brush_like_structures,Operating_Condition:Current_density_100_mA_cm_2,caused_by,doc_1969,doc_1969_chunk_179601,,doc_1969,CO2RR,CO2RR
